clip_id,hand_side,n_frames,mean_tip_mm,max_pen_mm,mean_pen_mm,jerk
hocap__subject_5__20231027_112303__seg01,right,392,15.290712270510742,22.483286185425705,4.488777366845883,0.7751988787974783
hocap__subject_5__20231027_112303__seg02,right,220,14.40350492256784,33.0936418980246,10.939480617509968,0.5284001758386766
hocap__subject_5__20231027_113202__seg00,left,210,16.194205335976715,42.134620994408955,13.606239035687814,0.41690755473246
hocap__subject_5__20231027_113202__seg00,right,210,19.331233973154458,35.16179936677843,8.690759388164318,0.6855685208707281
hocap__subject_5__20231027_113202__seg01,left,261,17.02277911409479,15.385672567696133,1.325629321298069,0.6248657471065664
hocap__subject_5__20231027_113202__seg01,right,261,14.88769820463985,16.672497379074507,1.8768976148143612,0.8738179356650284
hocap__subject_5__20231027_113202__seg02,left,253,21.553102787166836,10.392533056744814,0.21965446499067118,0.5830954042214409
hocap__subject_5__20231027_113202__seg02,right,253,16.83689267751013,0.0,0.0,0.5898839608991779
hocap__subject_5__20231027_113202__seg03,left,230,20.179270161889576,0.0,0.0,0.6660319635208295
hocap__subject_5__20231027_113202__seg03,right,230,14.767278733752963,34.35009875369982,0.5820794386402532,0.553017510212899
hocap__subject_5__20231027_113535__seg00,left,242,20.990920762927374,27.87382361257553,6.492309569602143,0.920808776062497
hocap__subject_5__20231027_113535__seg00,right,242,16.99070216333622,13.603111469250754,0.9059935065289451,0.5034861419420197
hocap__subject_5__20231027_113535__seg01,left,237,18.02663278143677,26.894860241433832,5.916900113279391,0.5502569315240572
hocap__subject_5__20231027_113535__seg01,right,237,12.948611103488727,23.649325215356324,5.261800031912025,0.5607673375864919
hocap__subject_5__20231027_113535__seg03,left,220,13.97516033923214,16.728196346568083,2.7018400436554884,0.38786049416789753
hocap__subject_5__20231027_113535__seg03,right,220,20.251010035027956,0.0,0.0,0.46544894463200837
hocap__subject_6__20231025_110646__seg00,right,220,23.57308818497168,15.713617580652004,2.6681043246280662,0.5876854075874417
hocap__subject_6__20231025_110646__seg01,right,316,24.378849213549717,30.5625221058618,9.015129528992833,0.5154602731310824
hocap__subject_6__20231025_110646__seg02,right,298,25.901968019639547,30.320787682320645,10.932181464759347,0.4560573686736675
hocap__subject_6__20231025_110646__seg03,right,238,11.726890463752405,16.972925172202835,6.444170084928334,0.40319310542422876
hocap__subject_6__20231025_110808__seg00,left,233,19.423901690410936,16.199043278693807,2.1616104712182755,0.45422551971770503
