clip_id,hand_side,object,n_frames,pct_any_tip_inside,pct_3plus_tips_inside,max_tip_depth_mm,mean_tip_depth_when_inside_mm,longest_tip_penetration_streak,pct_any_lm_inside,max_lm_depth_mm,mean_n_lm_inside
hocap__subject_4__20231026_162155__seg01,left,g11_1,317,33.4384858044164,6.624605678233439,14.3705021527268,6.297056225925193,69,33.4384858044164,14.3705021527268,2.5849056603773586
hocap__subject_4__20231026_162155__seg01,right,g11_1,317,41.32492113564668,1.2618296529968454,21.946031321624943,9.432622970739473,131,41.32492113564668,21.946031321624943,1.9465648854961832
hocap__subject_4__20231026_162155__seg02,left,g11_2,293,46.75767918088737,0.0,20.927107108137907,10.298784456344313,77,47.44027303754266,25.007634587578348,3.0215827338129495
hocap__subject_4__20231026_162155__seg02,right,g11_2,293,49.829351535836174,0.0,31.423903683367456,15.040798996971354,144,49.829351535836174,31.423903683367456,2.047945205479452
hocap__subject_4__20231026_162248__seg00,right,g11_2,336,79.46428571428571,63.39285714285714,35.40373840694054,13.47683151794885,267,79.46428571428571,35.40373840694054,5.775280898876405
hocap__subject_4__20231026_162248__seg01,right,g11_1,429,87.41258741258741,15.384615384615385,29.5867073734477,12.979429695958165,375,87.41258741258741,29.5867073734477,3.1546666666666665
hocap__subject_4__20231026_163223__seg00,right,g16_2,467,0.8565310492505354,0.0,12.16661459067764,7.237640084354401,3,1.070663811563169,12.16661459067764,1.0
hocap__subject_4__20231026_163223__seg01,right,g16_4,317,27.129337539432175,0.0,17.905077010725257,5.567076182389221,23,27.444794952681388,17.905077010725257,1.2988505747126438
hocap__subject_4__20231026_163223__seg02,right,g16_1,223,77.57847533632287,30.04484304932735,26.187412196930858,6.982516080803107,173,77.57847533632287,26.187412196930858,2.601156069364162
hocap__subject_4__20231026_164131__seg00,left,g20_1,1172,11.262798634812286,8.788395904436861,25.880690395040446,11.825694677809096,132,11.262798634812286,25.880690395040446,4.318181818181818
hocap__subject_4__20231026_164131__seg00,right,g20_1,1172,9.982935153583618,9.044368600682594,23.934160551799287,10.841182017895457,117,10.06825938566553,23.934160551799287,4.889830508474576
